GVKEY,datadate,fyear,indfmt,consol,popsrc,datafmt,conm,curcd,at,csho,ni,opeps,revt,costat,mkvalt,prcc_f
184748,20181231,2018,INDL,C,D,STD,QUAD/GRAPHICS INC,USD,2469.1000,51.6000,8.5000,1.7100,4193.7000,A,635.7120,12.3200
184785,20101231,2010,INDL,C,D,STD,TOWER INTERNATIONAL INC,USD,1340.1760,19.1020,-36.8940,-1.6400,1997.0580,A,337.9144,17.6900
184785,20111231,2011,INDL,C,D,STD,TOWER INTERNATIONAL INC,USD,1397.3780,19.6830,8.0640,0.4900,2406.0890,A,211.3954,10.7400
184785,20121231,2012,INDL,C,D,STD,TOWER INTERNATIONAL INC,USD,1238.1220,20.2470,18.0320,-0.4800,2084.9140,A,162.9884,8.0500
184785,20131231,2013,INDL,C,D,STD,TOWER INTERNATIONAL INC,USD,1182.9930,20.4730,-20.2750,2.3000,2102.0190,A,438.1222,21.4000
184785,20141231,2014,INDL,C,D,STD,TOWER INTERNATIONAL INC,USD,1182.9160,20.7520,21.5160,2.3900,2067.7710,A,530.2136,25.5500
184785,20151231,2015,INDL,C,D,STD,TOWER INTERNATIONAL INC,USD,1215.4970,21.1120,194.0520,8.8200,1955.7090,A,603.1698,28.5700
184785,20161231,2016,INDL,C,D,STD,TOWER INTERNATIONAL INC,USD,1162.5230,20.3590,38.5790,3.1800,1913.6410,A,577.1777,28.3500
184785,20171231,2017,INDL,C,D,STD,TOWER INTERNATIONAL INC,USD,1260.0970,20.5420,47.6250,3.9300,1988.0460,A,627.5581,30.5500
184785,20181231,2018,INDL,C,D,STD,TOWER INTERNATIONAL INC,USD,1170.3920,20.6070,48.9000,3.9200,1571.8530,A,490.4466,23.8000
184797,20101231,2010,INDL,C,D,STD,REALPAGE INC,USD,342.7920,68.4900,0.0670,0.0200,188.2740,A,2118.3957,30.9300
184797,20111231,2011,INDL,C,D,STD,REALPAGE INC,USD,400.0650,72.7020,-1.2310,0.0000,258.6850,A,1837.1795,25.2700
184797,20121231,2012,INDL,C,D,STD,REALPAGE INC,USD,402.1970,75.8270,5.1830,0.0700,322.2610,A,1635.5884,21.5700
184797,20131231,2013,INDL,C,D,STD,REALPAGE INC,USD,503.2130,78.4340,20.6920,0.3300,379.7390,A,1833.7869,23.3800
184797,20141231,2014,INDL,C,D,STD,REALPAGE INC,USD,571.4900,79.0370,-10.2740,-0.0800,404.5510,A,1735.6525,21.9600
184797,20151231,2015,INDL,C,D,STD,REALPAGE INC,USD,623.2010,78.7940,-9.2180,0.0700,468.5200,A,1768.9253,22.4500
184797,20161231,2016,INDL,C,D,STD,REALPAGE INC,USD,788.0980,81.0870,16.6500,0.2600,568.1280,A,2432.6100,30.0000
184797,20171231,2017,INDL,C,D,STD,REALPAGE INC,USD,1516.2930,83.1800,0.3770,0.4800,670.9630,A,3684.8740,44.3000
184797,20181231,2018,INDL,C,D,STD,REALPAGE INC,USD,2097.7730,93.6500,34.7250,0.5000,869.4800,A,4512.9935,48.1900
184807,20101231,2010,INDL,C,D,STD,FRESH MARKET INC,USD,258.0020,47.9910,22.9150,1.2500,974.2130,I,1977.2292,41.2000
184807,20120131,2011,INDL,C,D,STD,FRESH MARKET INC,USD,323.3400,48.0400,51.3950,1.0900,1108.0350,I,2068.6024,43.0600
184807,20130131,2012,INDL,C,D,STD,FRESH MARKET INC,USD,385.3690,48.1450,64.1330,1.3500,1329.1310,I,2353.8091,48.8900
184807,20140131,2013,INDL,C,D,STD,FRESH MARKET INC,USD,469.6280,48.2610,50.8070,1.4000,1511.6570,I,1687.2046,34.9600
184807,20150131,2014,INDL,C,D,STD,FRESH MARKET INC,USD,537.4520,48.3920,63.0250,1.3000,1753.1660,I,1844.2191,38.1100
184807,20160131,2015,INDL,C,D,STD,FRESH MARKET INC,USD,582.1180,46.9540,65.4980,1.4000,1857.0330,I,899.6386,19.1600
184868,20121231,2012,INDL,C,D,STD,ERICKSON INC,USD,256.8230,9.7270,15.2300,1.5700,180.8240,A,81.9986,8.4300
184868,20131231,2013,INDL,C,D,STD,ERICKSON INC,USD,727.3050,13.7880,9.6570,1.6100,318.2210,A,286.6525,20.7900
184868,20141231,2014,INDL,C,D,STD,ERICKSON INC,USD,705.5210,13.8240,-10.2920,0.3100,346.6090,A,115.2922,8.3400
184868,20151231,2015,INDL,C,D,STD,ERICKSON INC,USD,601.6530,13.8950,-86.7130,-2.9300,297.5200,A,28.4861,2.0501
184880,20111231,2011,INDL,C,D,STD,TMS INTERNATIONAL CORP,USD,1065.9950,39.2560,24.6320,0.5700,2654.1710,I,387.8493,9.8800
184880,20121231,2012,INDL,C,D,STD,TMS INTERNATIONAL CORP,USD,1009.7940,39.2770,26.0780,0.8000,2521.0900,I,491.7480,12.5200
184884,20101231,2010,INDL,C,D,STD,NUPATHE INC,USD,43.7530,14.5490,-24.3560,-1.7100,0.6500,I,131.8139,9.0600
184884,20111231,2011,INDL,C,D,STD,NUPATHE INC,USD,30.8490,14.7490,-23.1870,-1.5800,0.0000,I,27.1382,1.8400
184884,20121231,2012,INDL,C,D,STD,NUPATHE INC,USD,30.6070,20.0240,-24.5340,-2.4300,0.0000,I,67.6811,3.3800
184885,20101231,2010,INDL,C,D,STD,CAMPUS CREST COMMUNITIES INC,USD,371.2570,30.6820,-14.7640,-0.5000,87.0660,I,430.1616,14.0200
184885,20111231,2011,INDL,C,D,STD,CAMPUS CREST COMMUNITIES INC,USD,540.5160,30.7100,3.7300,0.1200,93.6290,I,308.9426,10.0600
184885,20121231,2012,INDL,C,D,STD,CAMPUS CREST COMMUNITIES INC,USD,696.3200,38.5580,10.7520,0.2200,137.7400,I,472.7211,12.2600
184885,20131231,2013,INDL,C,D,STD,CAMPUS CREST COMMUNITIES INC,USD,1182.6790,64.5020,1.6520,-0.0100,138.5920,I,606.9638,9.4100
184885,20141231,2014,INDL,C,D,STD,CAMPUS CREST COMMUNITIES INC,USD,1176.8110,64.7430,-162.7230,-2.0100,101.2310,I,473.2713,7.3100
184899,20101231,2010,INDL,C,D,STD,FIRST AMERICAN FINANCIAL CP,USD,5821.8260,104.4570,127.8290,1.2300,3898.2360,A,1560.5876,14.9400
184899,20111231,2011,INDL,C,D,STD,FIRST AMERICAN FINANCIAL CP,USD,5370.3370,105.4100,78.2760,0.9400,3812.4750,A,,12.6700
184899,20121231,2012,INDL,C,D,STD,FIRST AMERICAN FINANCIAL CP,USD,6050.8470,107.2390,301.0410,2.8300,4528.1570,A,,24.0900
184899,20131231,2013,INDL,C,D,STD,FIRST AMERICAN FINANCIAL CP,USD,6520.6000,105.9000,186.3670,1.7400,4950.7610,A,,28.2000
184899,20141231,2014,INDL,C,D,STD,FIRST AMERICAN FINANCIAL CP,USD,7666.1000,107.5410,233.5340,2.1800,4694.4940,A,,33.9000
184899,20151231,2015,INDL,C,D,STD,FIRST AMERICAN FINANCIAL CP,USD,8254.3510,109.0980,288.0860,2.6500,5167.6560,A,,35.9000
184899,20161231,2016,INDL,C,D,STD,FIRST AMERICAN FINANCIAL CP,USD,8831.7770,109.9440,342.9930,3.1000,5567.6730,A,4027.2487,36.6300
184899,20171231,2017,INDL,C,D,STD,FIRST AMERICAN FINANCIAL CP,USD,9573.2220,110.9250,423.0490,4.1300,5768.5780,A,6216.2370,56.0400
184899,20181231,2018,INDL,C,D,STD,FIRST AMERICAN FINANCIAL CP,USD,10630.6350,111.4960,474.4960,4.1500,5745.1270,A,4977.1814,44.6400
184957,20161231,2016,INDL,C,D,STD,WORKHORSE GROUP INC,USD,10.2400,27.5790,-19.5560,-0.7800,6.4150,A,194.7077,7.0600
184957,20171231,2017,INDL,C,D,STD,WORKHORSE GROUP INC,USD,16.5040,41.5290,-41.2170,-1.0600,10.8460,A,106.3142,2.5600
184961,20101231,2010,INDL,C,D,STD,FURIEX PHARMACEUTICALS INC,USD,132.5590,9.8810,-54.6590,-4.8400,8.9830,I,142.7805,14.4500
184961,20111231,2011,INDL,C,D,STD,FURIEX PHARMACEUTICALS INC,USD,95.1240,9.9490,-48.9810,-4.9600,4.4900,I,166.2478,16.7100
184961,20121231,2012,INDL,C,D,STD,FURIEX PHARMACEUTICALS INC,USD,94.7550,10.0150,-42.8650,-4.2900,40.5080,I,192.8889,19.2600
184961,20131231,2013,INDL,C,D,STD,FURIEX PHARMACEUTICALS INC,USD,88.4420,10.4590,-29.6730,-2.9200,70.9990,I,439.3826,42.0100
184981,20111231,2011,INDL,C,D,STD,ZIPCAR INC,USD,344.5380,39.6560,-7.1520,-0.0300,241.6490,I,532.1835,13.4200
184981,20121231,2012,INDL,C,D,STD,ZIPCAR INC,USD,417.2930,40.1220,14.6760,0.1500,278.8680,I,330.6053,8.2400
184996,20101231,2010,INDL,C,D,STD,TESLA INC,USD,386.0820,94.9080,-154.3280,-1.6600,116.7440,A,2527.4000,26.6300
184996,20111231,2011,INDL,C,D,STD,TESLA INC,USD,713.4480,104.5300,-254.4110,-2.5300,204.2420,A,2985.3768,28.5600
184996,20121231,2012,INDL,C,D,STD,TESLA INC,USD,1114.1900,114.2140,-396.2130,-3.6900,413.2560,A,3868.4282,33.8700
184996,20131231,2013,INDL,C,D,STD,TESLA INC,USD,2416.9300,123.0910,-74.0140,-0.4800,2013.4960,A,18516.4560,150.4290
184996,20141231,2014,INDL,C,D,STD,TESLA INC,USD,5849.2510,125.6880,-294.0400,-2.3600,3198.3560,A,27954.2681,222.4100
184996,20151231,2015,INDL,C,D,STD,TESLA INC,USD,8092.4600,131.4250,-888.6630,-6.9300,4046.0250,A,31543.3143,240.0100
184996,20161231,2016,INDL,C,D,STD,TESLA INC,USD,22664.0760,161.5610,-674.9140,-5.1700,7000.1320,A,34523.9701,213.6900
184996,20171231,2017,INDL,C,D,STD,TESLA INC,USD,28655.3720,168.7970,-1961.4000,-6.8500,11758.7510,A,52554.9460,311.3500
184996,20181231,2018,INDL,C,D,STD,TESLA INC,USD,29739.6140,172.6030,-976.0910,-5.1000,21461.2680,A,57442.2784,332.8000
185018,20101231,2010,INDL,C,D,STD,HUDSON PACIFIC PPTYS INC,USD,1004.5760,22.4370,-3.2500,-0.1000,60.6990,A,337.6769,15.0500
185018,20111231,2011,INDL,C,D,STD,HUDSON PACIFIC PPTYS INC,USD,1152.7910,33.8410,-2.0950,-0.3500,142.2620,A,479.1886,14.1600
185018,20121231,2012,INDL,C,D,STD,HUDSON PACIFIC PPTYS INC,USD,1559.6900,47.4970,-3.9710,-0.3900,166.4620,A,1000.2868,21.0600
185018,20131231,2013,INDL,C,D,STD,HUDSON PACIFIC PPTYS INC,USD,2131.2740,57.2300,-1.6400,-0.2000,205.8300,A,1251.6201,21.8700
185018,20141231,2014,INDL,C,D,STD,HUDSON PACIFIC PPTYS INC,USD,2340.8850,66.7980,23.0140,0.1500,253.4450,A,2007.9479,30.0600
185018,20151231,2015,INDL,C,D,STD,HUDSON PACIFIC PPTYS INC,USD,6254.0350,89.1540,2.0340,-0.1900,520.9740,A,2508.7936,28.1400
185018,20161231,2016,INDL,C,D,STD,HUDSON PACIFIC PPTYS INC,USD,6678.9980,136.4920,28.6200,0.2600,639.8990,A,4747.1918,34.7800
185018,20171231,2017,INDL,C,D,STD,HUDSON PACIFIC PPTYS INC,USD,6622.0700,155.6030,69.2260,0.4500,728.2360,A,5329.4028,34.2500
185018,20181231,2018,INDL,C,D,STD,HUDSON PACIFIC PPTYS INC,USD,7070.8790,154.3720,99.3710,0.6300,730.1360,A,4486.0503,29.0600
185083,20111231,2011,INDL,C,D,STD,CRUMBS BAKE SHOP INC,USD,26.3680,5.5060,-3.6590,-0.2900,39.8820,A,22.0240,4.0000
185083,20121231,2012,INDL,C,D,STD,CRUMBS BAKE SHOP INC,USD,27.8870,11.7980,-7.6950,-1.1200,43.0290,A,36.6918,3.1100
185083,20131231,2013,INDL,C,D,STD,CRUMBS BAKE SHOP INC,USD,20.0040,12.1440,-15.2610,-1.3200,47.2030,A,9.7796,0.8053
185103,20121231,2012,INDL,C,D,STD,GOLD STANDARD VENTURES CORP,CAD,53.4830,83.8200,-5.1930,-0.0700,0.0000,A,111.4806,1.3300
185103,20131231,2013,INDL,C,D,STD,GOLD STANDARD VENTURES CORP,CAD,54.9710,91.7570,-4.3580,-0.0500,0.0000,A,59.6421,0.6500
185103,20141231,2014,INDL,C,D,STD,GOLD STANDARD VENTURES CORP,CAD,68.6760,123.7400,-11.7090,-0.1100,0.0000,A,61.8700,0.5000
185103,20151231,2015,INDL,C,D,STD,GOLD STANDARD VENTURES CORP,CAD,85.8760,167.7700,-6.2880,-0.0400,0.0000,A,159.3815,0.9500
185103,20161231,2016,INDL,C,D,STD,GOLD STANDARD VENTURES CORP,CAD,155.3450,221.5170,-9.4650,-0.0500,0.0000,A,635.7538,2.8700
185103,20171231,2017,INDL,C,D,STD,GOLD STANDARD VENTURES CORP,CAD,175.2470,233.5370,-11.4270,-0.0500,0.0000,A,513.7814,2.2000
185112,20101231,2010,INDL,C,D,STD,INPHI CORP,USD,158.9570,25.0880,26.1310,0.0800,83.1930,A,504.0179,20.0900
185112,20111231,2011,INDL,C,D,STD,INPHI CORP,USD,172.6280,27.8820,1.9310,0.1400,79.2970,A,333.4687,11.9600
185112,20121231,2012,INDL,C,D,STD,INPHI CORP,USD,170.0740,28.7300,-20.6910,-0.7100,92.0060,A,275.2334,9.5800
185112,20131231,2013,INDL,C,D,STD,INPHI CORP,USD,182.3420,30.2440,-13.1780,-0.4400,102.6640,A,390.1476,12.9000
185112,20141231,2014,INDL,C,D,STD,INPHI CORP,USD,278.7100,37.3110,-22.6080,-0.3200,156.1420,A,689.5073,18.4800
185112,20151231,2015,INDL,C,D,STD,INPHI CORP,USD,505.0460,39.3890,-13.5510,-0.1200,246.6160,A,1064.2908,27.0200
185112,20161231,2016,INDL,C,D,STD,INPHI CORP,USD,990.5950,41.3030,99.4560,0.2800,266.2770,A,1842.9399,44.6200
185112,20171231,2017,INDL,C,D,STD,INPHI CORP,USD,917.5060,42.7800,-74.9040,-0.8100,348.2010,A,1565.7480,36.6000
185112,20181231,2018,INDL,C,D,STD,INPHI CORP,USD,889.8730,44.0280,-95.7510,-1.9500,294.4900,A,1415.5002,32.1500
185119,20101231,2010,INDL,C,D,STD,KEYW HOLDING CORP,USD,205.2640,25.5540,10.9060,-0.1600,107.9880,A,374.8772,14.6700
185119,20111231,2011,INDL,C,D,STD,KEYW HOLDING CORP,USD,267.6310,25.7710,0.5350,0.0200,190.5870,A,190.7054,7.4000
185119,20121231,2012,INDL,C,D,STD,KEYW HOLDING CORP,USD,462.6750,36.1360,1.0150,0.0400,243.5200,A,458.5658,12.6900
185119,20131231,2013,INDL,C,D,STD,KEYW HOLDING CORP,USD,447.8550,36.9260,-10.6340,-0.2900,298.7320,A,496.2854,13.4400
185119,20141231,2014,INDL,C,D,STD,KEYW HOLDING CORP,USD,473.0330,37.6010,-12.8640,-0.3000,290.5300,A,390.2984,10.3800
185119,20151231,2015,INDL,C,D,STD,KEYW HOLDING CORP,USD,453.4050,39.9410,-58.6220,-1.3400,311.8100,A,240.4448,6.0200
185119,20161231,2016,INDL,C,D,STD,KEYW HOLDING CORP,USD,445.4530,40.9770,-25.7280,0.0500,288.0270,A,483.1188,11.7900
185119,20171231,2017,INDL,C,D,STD,KEYW HOLDING CORP,USD,686.9070,49.8760,-10.9510,-0.3200,441.5860,A,292.7721,5.8700
185125,20110630,2011,INDL,C,D,STD,ELECTROMED INC,USD,20.8690,8.1000,1.0560,0.1300,19.0040,A,26.7300,3.3000
185125,20120630,2012,INDL,C,D,STD,ELECTROMED INC,USD,20.9210,8.1140,0.1870,0.0200,19.5240,A,17.0394,2.1000
185125,20130630,2013,INDL,C,D,STD,ELECTROMED INC,USD,17.5560,8.1140,-1.3290,-0.1600,15.1040,A,10.3048,1.2700
185125,20140630,2014,INDL,C,D,STD,ELECTROMED INC,USD,15.7920,8.1140,-1.2890,-0.1600,15.4880,A,11.5219,1.4200
185125,20150630,2015,INDL,C,D,STD,ELECTROMED INC,USD,17.4050,8.1340,1.0920,0.1300,19.4080,A,15.0479,1.8500
185125,20160630,2016,INDL,C,D,STD,ELECTROMED INC,USD,20.5870,8.1870,2.2130,0.2700,22.9920,A,31.6018,3.8600
185125,20170630,2017,INDL,C,D,STD,ELECTROMED INC,USD,23.0610,8.2300,2.2290,0.2900,26.0730,A,45.5119,5.5300
185125,20180630,2018,INDL,C,D,STD,ELECTROMED INC,USD,26.6380,8.2890,1.9020,0.2500,28.6980,A,44.9264,5.4200
185128,20101231,2010,INDL,C,D,STD,AMERESCO INC,USD,582.4510,41.0920,28.7260,0.7300,618.2270,A,590.0811,14.3600
185128,20111231,2011,INDL,C,D,STD,AMERESCO INC,USD,645.5970,43.8810,34.7270,0.8600,728.2000,A,602.0473,13.7200
185128,20121231,2012,INDL,C,D,STD,AMERESCO INC,USD,675.4720,45.1870,18.3600,0.4100,631.1710,A,443.2845,9.8100
185128,20131231,2013,INDL,C,D,STD,AMERESCO INC,USD,604.6600,45.8690,2.4140,0.0500,574.1710,A,443.0945,9.6600
185128,20141231,2014,INDL,C,D,STD,AMERESCO INC,USD,629.6590,46.3520,10.3830,0.2500,593.2410,A,324.4640,7.0000
185128,20151231,2015,INDL,C,D,STD,AMERESCO INC,USD,728.7430,46.6840,2.9770,0.1600,630.8320,A,291.7750,6.2500
185128,20161231,2016,INDL,C,D,STD,AMERESCO INC,USD,797.2810,44.4080,12.0320,0.3500,651.2270,A,244.2440,5.5000
185128,20171231,2017,INDL,C,D,STD,AMERESCO INC,USD,983.9510,45.5330,37.4910,0.5200,717.1520,A,391.5838,8.6000
185128,20181231,2018,INDL,C,D,STD,AMERESCO INC,USD,1161.6340,46.2760,37.9840,0.8300,787.1380,A,652.4916,14.1000
185138,20101231,2010,INDL,C,D,STD,VISHAY PRECISION GROUP INC,USD,248.7130,13.3320,11.7060,0.8800,207.5240,A,251.1749,18.8400
185138,20111231,2011,INDL,C,D,STD,VISHAY PRECISION GROUP INC,USD,256.6050,13.3460,10.7710,0.8100,238.1070,A,213.2691,15.9800
185138,20121231,2012,INDL,C,D,STD,VISHAY PRECISION GROUP INC,USD,263.1730,13.3710,11.6910,0.8900,217.6160,A,176.7646,13.2200
185138,20131231,2013,INDL,C,D,STD,VISHAY PRECISION GROUP INC,USD,292.1040,13.7370,4.2910,0.6400,240.2750,A,204.5439,14.8900
185138,20141231,2014,INDL,C,D,STD,VISHAY PRECISION GROUP INC,USD,289.8870,13.7550,3.8530,0.7600,250.8230,A,236.0358,17.1600
185138,20151231,2015,INDL,C,D,STD,VISHAY PRECISION GROUP INC,USD,264.3010,13.1690,-13.0080,0.5700,232.1780,A,149.0731,11.3200
185138,20161231,2016,INDL,C,D,STD,VISHAY PRECISION GROUP INC,USD,270.5100,13.1920,6.4040,0.7500,224.9290,A,249.3288,18.9000
185138,20171231,2017,INDL,C,D,STD,VISHAY PRECISION GROUP INC,USD,306.5510,13.2910,14.3450,1.1500,254.3500,A,334.2687,25.1500
185138,20181231,2018,INDL,C,D,STD,VISHAY PRECISION GROUP INC,USD,326.3830,13.4800,23.6460,1.9800,299.7940,A,407.5004,30.2300
185156,20101231,2010,INDL,C,D,STD,CLEARBRIDGE ENERGY MLP FUND,USD,,63.7760,,,,A,,21.9800
185156,20111231,2011,INDL,C,D,STD,CLEARBRIDGE ENERGY MLP FUND,USD,,64.0180,,,,A,,22.4400
185156,20121231,2012,INDL,C,D,STD,CLEARBRIDGE ENERGY MLP FUND,USD,,65.3000,,,,A,,23.0300
185156,20131231,2013,INDL,C,D,STD,CLEARBRIDGE ENERGY MLP FUND,USD,,67.9000,,,,A,,27.2200
185156,20141231,2014,INDL,C,D,STD,CLEARBRIDGE ENERGY MLP FUND,USD,,69.2060,,,,A,,27.6000
185156,20151231,2015,INDL,C,D,STD,CLEARBRIDGE ENERGY MLP FUND,USD,,69.2060,,,,A,,15.1800
185156,20161231,2016,INDL,C,D,STD,CLEARBRIDGE ENERGY MLP FUND,USD,,71.9470,,,,A,,15.5600
185156,20171231,2017,INDL,C,D,STD,CLEARBRIDGE ENERGY MLP FUND,USD,,70.0800,,,,A,,15.2700
185156,20181231,2018,INDL,C,D,STD,CLEARBRIDGE ENERGY MLP FUND,USD,,70.4150,,,,A,,10.4100
185164,20151231,2015,INDL,C,D,STD,TIER REIT INC,USD,1873.7450,47.3620,-34.0340,-0.5000,287.1570,A,698.5895,14.7500
185164,20161231,2016,INDL,C,D,STD,TIER REIT INC,USD,1552.5400,47.4730,-29.4170,-0.6200,246.5560,A,825.5555,17.3900
185164,20171231,2017,INDL,C,D,STD,TIER REIT INC,USD,1581.1380,47.6230,84.2860,1.5900,225.0190,A,971.0330,20.3900
185164,20181231,2018,INDL,C,D,STD,TIER REIT INC,USD,1617.5510,53.8400,-5.0210,-0.6600,216.8190,A,1110.7192,20.6300
185166,20101231,2010,INDL,C,D,STD,CAMELOT INFO SYSTEMS INC-ADR,USD,341.4650,44.9030,18.5970,0.4800,192.8630,I,,23.9200
185166,20111231,2011,INDL,C,D,STD,CAMELOT INFO SYSTEMS INC-ADR,USD,315.3960,44.4050,-40.8240,-0.4500,227.1200,I,,2.8500
185166,20121231,2012,INDL,C,D,STD,CAMELOT INFO SYSTEMS INC-ADR,USD,288.9280,46.2670,-40.5460,-0.3000,254.0630,I,,1.0000
185177,20101231,2010,INDL,C,D,STD,CORESITE REALTY CORP,USD,833.0260,19.6440,-4.9060,-0.0900,73.9880,A,267.9442,13.6400
185177,20111231,2011,INDL,C,D,STD,CORESITE REALTY CORP,USD,808.2260,20.7480,-4.6110,-0.2700,172.9630,A,369.7294,17.8200
185177,20121231,2012,INDL,C,D,STD,CORESITE REALTY CORP,USD,845.3320,21.2030,5.0480,0.2800,206.9470,A,586.4750,27.6600
185177,20131231,2013,INDL,C,D,STD,CORESITE REALTY CORP,USD,1016.4940,21.3870,18.8410,0.5000,234.8650,A,688.4475,32.1900
185177,20141231,2014,INDL,C,D,STD,CORESITE REALTY CORP,USD,1075.4250,21.7570,22.7650,0.6400,272.4260,A,,39.0500
185177,20151231,2015,INDL,C,D,STD,CORESITE REALTY CORP,USD,1162.5430,30.6510,34.7060,1.0500,333.2980,A,1738.5247,56.7200
185177,20161231,2016,INDL,C,D,STD,CORESITE REALTY CORP,USD,1451.3030,33.8970,58.7090,1.5600,400.3870,A,2690.4049,79.3700
185177,20171231,2017,INDL,C,D,STD,CORESITE REALTY CORP,USD,1532.6590,34.2410,74.8550,1.8500,481.8210,A,3900.0499,113.9000
185177,20181231,2018,INDL,C,D,STD,CORESITE REALTY CORP,USD,1853.6670,36.7090,77.9220,2.2300,544.3920,A,3202.1261,87.2300
185180,20120331,2011,INDL,C,D,STD,INVENSENSE INC,USD,193.3180,80.8900,36.9470,0.4600,152.9670,I,1464.1090,18.1000
185180,20130331,2012,INDL,C,D,STD,INVENSENSE INC,USD,279.0940,84.9800,51.7050,0.6300,208.6340,I,907.5864,10.6800
185180,20140331,2013,INDL,C,D,STD,INVENSENSE INC,USD,494.7350,88.3320,6.1190,0.2400,252.5330,I,2090.8184,23.6700
185180,20150331,2014,INDL,C,D,STD,INVENSENSE INC,USD,585.8910,90.8940,-1.0800,0.0200,372.0190,I,1382.4977,15.2100
185180,20160331,2015,INDL,C,D,STD,INVENSENSE INC,USD,622.4610,93.0100,-21.2100,-0.1800,418.3950,I,781.2840,8.4000
185193,20111231,2011,INDL,C,D,STD,XTANT MEDICAL HOLDINGS INC,USD,23.1700,40.8410,-3.0060,-0.0200,30.1490,A,116.8053,2.8600
185193,20121231,2012,INDL,C,D,STD,XTANT MEDICAL HOLDINGS INC,USD,34.4960,42.8780,-7.7140,-0.1700,32.9800,A,53.5975,1.2500
185193,20131231,2013,INDL,C,D,STD,XTANT MEDICAL HOLDINGS INC,USD,28.8780,53.4330,-12.6930,-0.2500,33.0730,A,26.7165,0.5000
185193,20141231,2014,INDL,C,D,STD,XTANT MEDICAL HOLDINGS INC,USD,27.9510,6.6800,-10.5080,-1.6100,35.3320,A,20.2404,3.0300
185193,20151231,2015,INDL,C,D,STD,XTANT MEDICAL HOLDINGS INC,USD,143.0590,11.8980,-2.1740,0.0000,59.3460,A,33.3144,2.8000
185193,20161231,2016,INDL,C,D,STD,XTANT MEDICAL HOLDINGS INC,USD,144.1020,17.2490,-19.4940,-1.4700,90.0030,A,9.4870,0.5500
185193,20171231,2017,INDL,C,D,STD,XTANT MEDICAL HOLDINGS INC,USD,105.7050,18.1790,-52.4110,-1.4900,82.6120,A,10.4075,0.5725
185194,20101231,2010,INDL,C,D,STD,BRAVO BRIO RESTAURANT GP INC,USD,163.4530,19.2510,-1.2300,0.6200,343.0250,I,369.0417,19.1700
185194,20111231,2011,INDL,C,D,STD,BRAVO BRIO RESTAURANT GP INC,USD,247.6260,19.4770,76.4440,1.0200,369.2450,I,334.0306,17.1500
185194,20121231,2012,INDL,C,D,STD,BRAVO BRIO RESTAURANT GP INC,USD,263.3380,19.5960,16.1480,0.8200,409.0650,I,263.1743,13.4300
185194,20131231,2013,INDL,C,D,STD,BRAVO BRIO RESTAURANT GP INC,USD,254.8520,19.3590,7.5430,0.3900,411.0910,I,314.9709,16.2700
185194,20141231,2014,INDL,C,D,STD,BRAVO BRIO RESTAURANT GP INC,USD,251.7630,15.0940,11.8220,0.6500,408.3090,I,209.9575,13.9100
185194,20151231,2015,INDL,C,D,STD,BRAVO BRIO RESTAURANT GP INC,USD,248.0600,14.7590,4.5800,0.3000,423.9940,I,132.8310,9.0000
185194,20161231,2016,INDL,C,D,STD,BRAVO BRIO RESTAURANT GP INC,USD,166.7620,15.0910,-74.7150,-0.6400,410.2540,I,57.3458,3.8000
185194,20171231,2017,INDL,C,D,STD,BRAVO BRIO RESTAURANT GP INC,USD,142.1670,15.2060,-9.7690,-0.5200,407.6070,I,38.0150,2.5000
185195,20110131,2010,INDL,C,D,STD,VERA BRADLEY INC,USD,206.0390,40.5070,46.1980,1.3500,366.0570,A,1393.2383,34.3950
185195,20120131,2011,INDL,C,D,STD,VERA BRADLEY INC,USD,219.5130,40.5070,57.9210,1.4300,460.8430,A,1450.5557,35.8100
185195,20130131,2012,INDL,C,D,STD,VERA BRADLEY INC,USD,277.3190,40.5630,68.8700,1.7000,541.1480,A,1025.8383,25.2900
185195,20140131,2013,INDL,C,D,STD,VERA BRADLEY INC,USD,332.9270,40.6070,58.8120,1.4500,536.0210,A,975.3801,24.0200
185195,20150131,2014,INDL,C,D,STD,VERA BRADLEY INC,USD,377.2840,40.0740,38.4490,1.0100,508.9900,A,764.2112,19.0700
185195,20160131,2015,INDL,C,D,STD,VERA BRADLEY INC,USD,380.6790,37.7010,27.5580,0.8000,502.5980,A,557.2208,14.7800
185195,20170131,2016,INDL,C,D,STD,VERA BRADLEY INC,USD,373.5090,36.2180,19.7580,0.6300,485.9370,A,415.0583,11.4600
185195,20180131,2017,INDL,C,D,STD,VERA BRADLEY INC,USD,350.6690,35.4590,7.0160,0.6000,454.6480,A,329.4141,9.2900
185209,20100930,2010,INDL,C,D,STD,PEOPLES FEDERAL BANCSHS INC,USD,545.9370,6.5710,-0.1640,0.5000,23.0260,I,70.6383,10.7500
185209,20110930,2011,INDL,C,D,STD,PEOPLES FEDERAL BANCSHS INC,USD,554.1890,6.4520,3.0710,0.4700,22.3100,I,82.7792,12.8300
185209,20120930,2012,INDL,C,D,STD,PEOPLES FEDERAL BANCSHS INC,USD,570.8270,5.9900,1.6570,0.2600,22.1620,I,103.5072,17.2800
185209,20130930,2013,INDL,C,D,STD,PEOPLES FEDERAL BANCSHS INC,USD,585.2460,5.7450,2.2850,0.3700,21.2470,I,100.0779,17.4200
